generation,,A1,A2,,N1,N2,,sp1_p1,sp1_p1sd,sp1_t1,sp1_t1sd,sp1_q1,sp1_q1sd,,sp2_p1,sp2_p1sd,sp2_t1,sp2_t1sd,sp2_q1,sp2_q1sd,,sp1sp1, sp1sp2, sp2sp2, sp2sp1,hybrid,,BDM_0,BDM_1,BDM_2,BDM_3,BDM_4,BDM_5,BDM_6,BDM_7,BDM_8,BDM_9,BDM_10,BDM_11,BDM_12,BDM_13,BDM_14,BDM_15,BDM_16,BDM_17,BDM_18,BDM_19,,hy_0,hy_1,hy_2,hy_3,hy_4,hy_5,hy_6,hy_7,hy_8,hy_9,hy_10,hy_11,hy_12,hy_13,hy_14,hy_15,hy_16,hy_17,hy_18,hy_19,,p1_0,p1_1,p1_2,p1_3,p1_4,p1_5,p1_6,p1_7,p1_8,p1_9,p1_10,p1_11,p1_12,p1_13,p1_14,p1_15,p1_16,p1_17,p1_18,p1_19,,t1_0,t1_1,t1_2,t1_3,t1_4,t1_5,t1_6,t1_7,t1_8,t1_9,t1_10,t1_11,t1_12,t1_13,t1_14,t1_15,t1_16,t1_17,t1_18,t1_19,,signal1_p1,signal1_p1sd,signal1_t1,signal1_t1sd, signal1_r{p_t}, signal1_r{bdm_p}, signal1_r{bdm_t}, signal1_Mean_p_mother,signal1_ sd_p_mother, signal1_Mean_t_father,signal1_ sd_t_father, signal1_r{p_mother_t_father},,,
29750,,-0.318189,0.334493,,7205,7167,,0.508012,0.0877938,3.20261,0.172157,0.118806,0.34049,,0.534041,0.0818676,3.32788,0.210516,0.117901,0.344417,,7135,93,7089,95,588,,0,0,0,0,0,0.000266667,0,0.0032,0.0224,0.1768,0.816933,0.9748,0.997333,0.9996,1,1,1,1,1,1,,0,0,0,0,0,0.00266667,0,0.0133333,0.0693333,0.322667,0.336,0.0773333,0.012,0.004,0,0,0,0,0,0,,0.493133,0.4985,0.5174,0.511833,0.514933,0.5056,0.509333,0.5071,0.513633,0.510233,0.5371,0.5398,0.5323,0.530533,0.5375,0.5462,0.540467,0.5293,0.525533,0.521033,,3.1726,3.1666,3.2018,3.1964,3.2088,3.2258,3.2278,3.2148,3.2034,3.2246,3.2944,3.3124,3.2948,3.3146,3.3318,3.3538,3.351,3.3276,3.3216,3.341,,0.521073,0.0861491,3.26428,0.201661,0.0883123,0.150015,0.306532,0.521777,0.0859919,3.26087,0.199555,0.116862,,0.117733,0.116806
30000,,-0.311303,0.316224,,7175,7196,,0.510895,0.0869319,3.11933,0.141834,0.117352,0.339335,,0.518972,0.0846585,3.2412,0.175771,0.121456,0.345833,,7113,60,7123,89,615,,0,0,0,0,0,0,0.000933333,0.0028,0.0221333,0.1808,0.822133,0.981067,0.998933,0.9996,1,1,1,1,1,1,,0,0,0,0,0,0,0.004,0.0173333,0.068,0.352,0.316,0.068,0.00933333,0.004,0,0,0,0,0,0,,0.5061,0.516233,0.523767,0.511533,0.5162,0.514267,0.5082,0.509467,0.496433,0.502933,0.506933,0.5119,0.505833,0.505733,0.515233,0.520733,0.528767,0.533633,0.534667,0.5204,,3.1254,3.1262,3.13,3.1282,3.1284,3.112,3.1106,3.0932,3.1186,3.1308,3.1854,3.2108,3.2072,3.2356,3.2454,3.255,3.2794,3.2636,3.252,3.2484,,0.514448,0.0857771,3.17931,0.170368,0.0657615,0.0459784,0.35103,0.513982,0.0854628,3.1787,0.168521,0.0877276,,0.119867,0.118432
30250,,-0.0239822,0.0246143,,7175,7146,,0.501146,0.088124,3.14979,0.149968,0.121394,0.347067,,0.514354,0.0876302,3.15936,0.148228,0.121327,0.345822,,7120,102,7072,95,611,,0,0,0,0,0,0,0,0.004,0.0265333,0.183333,0.806933,0.975733,0.9972,0.999467,1,1,1,1,0.999867,1,,0,0,0,0,0,0,0,0.0173333,0.084,0.349333,0.344,0.0893333,0.0173333,0.00266667,0,0,0,0,0.00133333,0,,0.5044,0.508233,0.500233,0.503367,0.510267,0.493433,0.499267,0.4942,0.4917,0.508367,0.507367,0.5116,0.514733,0.516733,0.515033,0.517833,0.518033,0.5155,0.5122,0.510033,,3.1616,3.1684,3.147,3.1328,3.1364,3.1396,3.1434,3.1508,3.1628,3.1578,3.1554,3.1766,3.1662,3.1772,3.1414,3.1398,3.1566,3.1598,3.1524,3.17,,0.507627,0.0882855,3.1548,0.149412,0.028212,0.0728387,0.0318243,0.508463,0.0886935,3.15398,0.147639,0.0781862,,0.121,0.119959
30500,,-0.221343,0.223698,,7213,7191,,0.502468,0.0890005,3.05877,0.105184,0.121447,0.348217,,0.507815,0.0839233,3.14687,0.147644,0.124183,0.350399,,7142,77,7145,101,535,,0,0,0,0,0,0,0,0.0008,0.0214667,0.1712,0.8208,0.971733,0.998533,1,0.999467,1,1,1,1,1,,0,0,0,0,0,0,0,0.00533333,0.0653333,0.310667,0.306667,0.096,0.00933333,0,0.00133333,0,0,0,0,0,,0.502333,0.5165,0.511833,0.506633,0.506367,0.498333,0.496067,0.4944,0.4988,0.493233,0.492267,0.5027,0.502133,0.500933,0.509867,0.507367,0.510867,0.518133,0.518,0.506767,,3.057,3.0652,3.0702,3.0602,3.0358,3.054,3.0578,3.0576,3.0676,3.0692,3.086,3.0918,3.1014,3.1122,3.1532,3.1546,3.1824,3.1888,3.1868,3.1834,,0.504677,0.0865811,3.10176,0.134981,0.0444819,0.0303199,0.319705,0.503815,0.0870258,3.10209,0.135525,0.0569794,,0.122933,0.121821
30750,,0.199966,-0.186984,,7166,7165,,0.508052,0.0902416,3.13076,0.140814,0.118337,0.339643,,0.47507,0.0890517,3.05204,0.107462,0.118353,0.342079,,7110,88,7080,105,617,,0,0,0,0.000133333,0,0,0.000266667,0.002,0.0245333,0.182933,0.8124,0.978267,0.996933,0.999733,1,1,1,1,1,1,,0,0,0,0.00133333,0,0,0.00266667,0.0133333,0.0853333,0.328,0.354667,0.088,0.016,0.00266667,0,0,0,0,0,0,,0.523733,0.5173,0.502967,0.506633,0.496933,0.505867,0.505867,0.4972,0.513867,0.510033,0.487733,0.474133,0.460533,0.462467,0.474333,0.482267,0.475833,0.4863,0.487567,0.4714,,3.1508,3.1492,3.1318,3.1336,3.1338,3.1268,3.1234,3.1146,3.1176,3.105,3.0546,3.0394,3.0306,3.0284,3.048,3.073,3.0678,3.0654,3.068,3.0612,,0.492148,0.091053,3.09115,0.131088,0.0856803,-0.179591,-0.295822,0.493625,0.0911111,3.09046,0.129723,0.112714,,0.117667,0.115688
31000,,0.377751,-0.339205,,7193,7169,,0.502096,0.0869622,3.11597,0.13054,0.122897,0.345848,,0.450861,0.0904735,2.9655,0.0980905,0.123727,0.348372,,7135,98,7067,99,601,,0,0,0.000133333,0,0,0,0,0.00106667,0.0166667,0.186267,0.820533,0.978133,0.998133,0.999867,0.999867,1,1,1,1,0.999867,,0,0,0.00133333,0,0,0,0,0.0106667,0.0586667,0.337333,0.341333,0.084,0.0133333,0.00133333,0.00133333,0,0,0,0,0.00133333,,0.518,0.510733,0.502333,0.4974,0.504967,0.501067,0.503333,0.5013,0.486967,0.484167,0.4647,0.4551,0.456567,0.457533,0.4794,0.457533,0.449167,0.436767,0.4319,0.4246,,3.121,3.1218,3.129,3.1172,3.1174,3.128,3.1158,3.1084,3.0968,3.0724,3.0102,2.986,2.988,2.9836,2.9736,2.9626,2.955,2.943,2.9356,2.95,,0.476177,0.0921224,3.04077,0.136903,0.176087,-0.27333,-0.538998,0.475683,0.0928163,3.04005,0.138074,0.200197,,0.122333,0.119768
31250,,0.325446,-0.314681,,7242,7196,,0.480057,0.0867801,3.02765,0.0916384,0.123005,0.34529,,0.464178,0.0883434,2.89207,0.147117,0.119094,0.345248,,7196,76,7134,97,497,,0.000266667,0,0,0,0,0,0.000133333,0.0024,0.0233333,0.168933,0.816933,0.9736,0.996933,0.9996,0.999733,1,1,0.999867,1,1,,0.00266667,0,0,0,0,0,0.00133333,0.00933333,0.0626667,0.288,0.293333,0.0666667,0.0186667,0.00266667,0.00266667,0,0,0.00133333,0,0,,0.4699,0.474233,0.473733,0.4753,0.468333,0.486767,0.482133,0.4884,0.490433,0.493833,0.466233,0.465467,0.460133,0.4686,0.457667,0.4661,0.457567,0.4616,0.467333,0.4751,,3.0302,3.0246,3.0224,3.0304,3.0304,3.0294,3.0354,3.034,3.0172,3.008,2.938,2.914,2.8954,2.8874,2.8808,2.871,2.8626,2.9176,2.897,2.8874,,0.472443,0.0880443,2.96066,0.139224,0.0623819,-0.0900604,-0.478609,0.470585,0.0891317,2.95809,0.141658,0.102443,,0.1216,0.119747
31500,,0.267427,-0.258926,,7258,7221,,0.478431,0.0868217,3.02542,0.0819724,0.117636,0.340918,,0.463222,0.0895986,2.91363,0.140948,0.137654,0.364232,,7202,105,7172,104,417,,0,0,0,0,0,0,0,0.00186667,0.0205333,0.163867,0.8248,0.977067,0.998533,0.999867,1,1,1,1,1,1,,0,0,0,0,0,0,0,0.0106667,0.06,0.244,0.301333,0.0693333,0.008,0.00133333,0,0,0,0,0,0,,0.473167,0.478433,0.486667,0.487067,0.487,0.483067,0.473467,0.4717,0.462233,0.4784,0.460267,0.459833,0.450033,0.456967,0.463933,0.465233,0.4633,0.4683,0.469533,0.4765,,3.0214,3.0202,3.025,3.0248,3.0198,3.035,3.0314,3.0248,3.026,3.0102,2.9414,2.8988,2.8744,2.8956,2.9008,2.898,2.9138,2.9376,2.9436,2.9508,,0.470755,0.0885792,2.96967,0.127725,0.0826427,-0.0847534,-0.432863,0.471678,0.089096,2.96871,0.124553,0.0880914,,0.128,0.124683
31750,,0.11796,-0.117164,,7171,7207,,0.493198,0.0892053,3.03044,0.0884921,0.128713,0.352926,,0.489871,0.0884008,2.9826,0.122657,0.124462,0.3499,,7107,80,7133,64,616,,0.000133333,0,0.000133333,0,0,0,0.000133333,0.0012,0.02,0.1928,0.832667,0.978,0.998267,0.999867,1,1,1,0.999867,1,1,,0.00133333,0,0.00133333,0,0,0,0.00133333,0.008,0.0693333,0.346667,0.328,0.0653333,0.00533333,0.00133333,0,0,0,0.00133333,0,0,,0.491233,0.483967,0.492067,0.498767,0.5009,0.504933,0.509467,0.4937,0.481867,0.468267,0.4712,0.479067,0.4882,0.4907,0.494167,0.4872,0.485167,0.497133,0.4976,0.4971,,3.0312,3.0246,3.0274,3.0286,3.0288,3.0278,3.0304,3.0362,3.0368,3.0226,2.9898,2.9856,2.9882,2.9746,2.981,2.9822,2.9888,2.9846,2.9896,2.972,,0.490635,0.0890646,3.00654,0.109705,0.0248696,-0.0184377,-0.215362,0.490793,0.088459,3.00857,0.10715,0.0489169,,0.1262,0.123474
32000,,-0.0183989,0.0187222,,7155,7193,,0.477331,0.0878487,3.01312,0.0844,0.133194,0.358401,,0.485719,0.091138,3.02083,0.105856,0.114,0.337951,,7079,65,7130,101,625,,0,0.000133333,0,0.000133333,0.000266667,0,0,0.0024,0.0206667,0.1952,0.812533,0.9784,0.997467,1,1,1,1,1,1,1,,0,0.00133333,0,0.00133333,0.00266667,0,0,0.00933333,0.064,0.38,0.334667,0.0626667,0.0133333,0,0,0,0,0,0,0,,0.462267,0.4671,0.471633,0.468333,0.488467,0.4831,0.477633,0.484633,0.484533,0.489767,0.484467,0.4743,0.478933,0.4828,0.485833,0.488133,0.500767,0.4938,0.493467,0.4792,,3.0026,2.9936,2.9936,2.9996,3.014,3.0162,3.0268,3.0392,3.0286,3.0112,3.0254,3.0242,3.037,3.028,3.0242,3.0266,3.0248,3.0098,3.0092,3.001,,0.481958,0.0896193,3.01678,0.0963921,0.0218484,0.0445584,0.0394374,0.481777,0.0887139,3.0161,0.0977128,0.0453534,,0.1234,0.120972
32250,,-0.271673,0.29697,,7169,7228,,0.481127,0.0893087,3.02082,0.0778873,0.120937,0.348991,,0.525927,0.0879205,3.13375,0.152513,0.11829,0.344267,,7089,89,7166,73,583,,0,0,0,0,0,0,0.000133333,0.00506667,0.0272,0.184267,0.841867,0.976267,0.996933,0.999733,1,1,1,1,1,1,,0,0,0,0,0,0,0.00133333,0.0173333,0.088,0.334667,0.272,0.072,0.016,0.00266667,0,0,0,0,0,0,,0.478567,0.488333,0.497333,0.479167,0.476333,0.479167,0.480967,0.4777,0.4748,0.4944,0.524433,0.5432,0.537967,0.534333,0.530033,0.5227,0.515967,0.517067,0.518667,0.509633,,3.0098,3.0092,3.0154,3.016,3.0124,3.0322,3.028,3.028,3.0346,3.0556,3.1448,3.1714,3.167,3.1634,3.1408,3.1348,3.1216,3.102,3.0926,3.0906,,0.504038,0.0914402,3.07851,0.133805,0.145744,0.242298,0.417625,0.50318,0.0901331,3.08,0.133297,0.173133,,0.118933,0.119322
32500,,-0.313172,0.311779,,7154,7159,,0.510204,0.0888867,3.0572,0.100724,0.121303,0.344438,,0.507934,0.0874008,3.17996,0.167364,0.122084,0.350622,,7058,94,7090,102,656,,0,0,0,0,0,0.000133333,0.0004,0.0028,0.0346667,0.197467,0.814133,0.9704,0.995467,0.999467,1,1,1,1,1,1,,0,0,0,0,0,0.00133333,0.004,0.0173333,0.0906667,0.337333,0.346667,0.088,0.0253333,0.00533333,0,0,0,0,0,0,,0.5156,0.507633,0.5023,0.5206,0.511167,0.517333,0.5157,0.504367,0.507167,0.498667,0.504733,0.492633,0.499133,0.4991,0.505633,0.5094,0.508567,0.5142,0.5168,0.521633,,3.0658,3.0636,3.0532,3.0632,3.0632,3.0534,3.0526,3.0618,3.053,3.0634,3.1356,3.15,3.1616,3.1482,3.1576,3.1914,3.1748,3.1936,3.2322,3.22,,0.508618,0.0883144,3.11791,0.150492,0.0373996,-0.0137832,0.401385,0.506405,0.088461,3.1184,0.148887,0.0585502,,0.121133,0.119927
32750,,-0.0054427,0.00525817,,7221,7250,,0.495821,0.088951,3.07183,0.117542,0.113281,0.334992,,0.47901,0.0881625,3.07403,0.117994,0.12069,0.3388,,7148,102,7204,76,470,,0.000133333,0.000133333,0,0,0,0.000133333,0.000133333,0.0024,0.0194667,0.1812,0.826,0.982533,0.997867,0.999467,1,1,1,0.999867,1,1,,0.00133333,0.00133333,0,0,0,0.00133333,0.00133333,0.012,0.0653333,0.285333,0.281333,0.044,0.008,0.00266667,0,0,0,0.00133333,0,0,,0.4763,0.4791,0.479233,0.493167,0.503133,0.501133,0.5063,0.5109,0.5075,0.4985,0.4776,0.4691,0.468133,0.4695,0.484567,0.482933,0.489133,0.4879,0.480367,0.484167,,3.0368,3.0428,3.0514,3.0548,3.0674,3.0936,3.0882,3.092,3.1078,3.0846,3.0714,3.063,3.0542,3.062,3.0628,3.067,3.087,3.0864,3.0976,3.0898,,0.487433,0.0890131,3.07303,0.117585,0.0409871,-0.0936156,0.0066501,0.485127,0.0886366,3.07361,0.119378,0.058247,,0.1168,0.113424
33000,,0.133025,-0.122508,,7199,7224,,0.512835,0.0890308,3.0567,0.0971945,0.117794,0.342221,,0.47229,0.0913667,3.00482,0.0820702,0.128876,0.35803,,7091,77,7148,95,589,,0,0,0,0,0,0,0.000133333,0.00173333,0.02,0.1864,0.829067,0.9796,0.9996,1,0.999733,0.999867,0.999733,1,1,0.999867,,0,0,0,0,0,0,0.00133333,0.0106667,0.0826667,0.3,0.292,0.0706667,0.004,0,0.00266667,0.00133333,0.00266667,0,0,0.00133333,,0.511833,0.510733,0.499833,0.505067,0.516233,0.5161,0.517167,0.522967,0.515533,0.501067,0.477333,0.472133,0.468633,0.4738,0.483267,0.471667,0.464033,0.475067,0.470233,0.478667,,3.068,3.0616,3.0696,3.055,3.061,3.0484,3.0342,3.0414,3.0556,3.069,3.0224,3.0198,3.0148,3.0112,3.0112,3.01,3.0084,3.0028,2.9768,2.9814,,0.492568,0.0923791,3.03113,0.0935063,0.0662302,-0.216132,-0.275097,0.493662,0.0916381,3.02992,0.0928159,0.104391,,0.124267,0.123758
33250,,0.428325,-0.411378,,7137,7187,,0.508635,0.089568,3.16988,0.156859,0.113633,0.332669,,0.488511,0.0881625,3.00146,0.0775563,0.132879,0.361055,,7069,106,7124,93,608,,0.000133333,0,0,0,0,0,0.00133333,0.00546667,0.0272,0.1816,0.817333,0.973333,0.997333,0.999733,1,1,1,0.999867,0.999867,1,,0.00133333,0,0,0,0,0,0.008,0.0293333,0.088,0.362667,0.309333,0.0866667,0.012,0.00133333,0,0,0,0.00133333,0.00133333,0,,0.514067,0.520333,0.514067,0.5154,0.508267,0.514733,0.5108,0.5028,0.487367,0.485833,0.5018,0.4911,0.491567,0.487167,0.489733,0.492067,0.487767,0.487133,0.480067,0.4826,,3.2026,3.194,3.1862,3.173,3.1832,3.1532,3.1512,3.1548,3.1392,3.107,3.0266,3.0062,2.9988,3.0042,3.0026,3.004,3.0034,3.0054,3.0008,2.9946,,0.498233,0.0894076,3.08455,0.148579,0.0791451,-0.106345,-0.554777,0.497325,0.088424,3.0829,0.145916,0.116509,,0.122467,0.119869
33500,,0.357823,-0.348674,,7240,7158,,0.51759,0.089379,3.17925,0.160437,0.114088,0.334227,,0.504355,0.0878626,3.04099,0.0970678,0.118189,0.340317,,7188,78,7070,95,569,,0,0,0,0,0.000133333,0.000133333,0.000933333,0.00266667,0.0182667,0.170933,0.808133,0.973333,0.9976,0.999867,1,1,1,1,1,1,,0,0,0,0,0.00133333,0.00133333,0.004,0.008,0.06,0.293333,0.324,0.0933333,0.016,0.00133333,0,0,0,0,0,0,,0.5107,0.5149,0.524533,0.519833,0.519367,0.520167,0.522267,0.521567,0.509567,0.512333,0.515167,0.499033,0.5033,0.497133,0.506767,0.519,0.503233,0.510567,0.500167,0.492033,,3.1686,3.1656,3.1784,3.1908,3.1818,3.1896,3.186,3.1874,3.1724,3.1486,3.0608,3.0422,3.0488,3.0464,3.0568,3.0562,3.0424,3.0288,3.0324,3.0208,,0.511082,0.0888397,3.11024,0.149148,0.0625163,-0.0745326,-0.457065,0.51199,0.0887773,3.11018,0.148356,0.0872733,,0.1162,0.113764
33750,,0.146542,-0.145955,,7145,7175,,0.487831,0.0895097,3.11387,0.135245,0.123303,0.347211,,0.485878,0.0887886,3.05379,0.109911,0.117491,0.34113,,7077,102,7105,96,620,,0,0,0,0,0.000266667,0.000133333,0.0012,0.00253333,0.0210667,0.197333,0.8192,0.973333,0.997733,1,0.999867,1,1,1,1,1,,0,0,0,0,0.00266667,0.00133333,0.00266667,0.0106667,0.084,0.365333,0.326667,0.0986667,0.0133333,0,0.00133333,0,0,0,0,0,,0.485333,0.481567,0.483567,0.483767,0.499467,0.4889,0.495033,0.4845,0.4831,0.492267,0.487967,0.4912,0.484833,0.493133,0.486033,0.4894,0.486133,0.482733,0.4811,0.478067,,3.1018,3.1244,3.1192,3.1122,3.1008,3.1026,3.115,3.12,3.121,3.1104,3.0638,3.063,3.0532,3.0546,3.0502,3.0576,3.0654,3.0514,3.039,3.0502,,0.486905,0.089114,3.08379,0.126585,0.0270361,-0.0103286,-0.233681,0.48616,0.0883975,3.08279,0.125089,0.0546968,,0.1206,0.118589
34000,,0.0484213,-0.0482537,,7179,7175,,0.493209,0.0887446,3.06684,0.117212,0.120741,0.343758,,0.491502,0.0888427,3.04721,0.111203,0.122648,0.351614,,7093,69,7098,101,639,,0,0.000133333,0,0,0,0,0.000266667,0.00146667,0.0266667,0.177467,0.8164,0.971333,0.999467,0.999733,1,1,1,0.999867,1,1,,0,0.00133333,0,0,0,0,0.00266667,0.012,0.0866667,0.332,0.32,0.0973333,0.00533333,0.00266667,0,0,0,0.00133333,0,0,,0.502533,0.503667,0.5061,0.5007,0.500933,0.488533,0.4803,0.479167,0.4806,0.4807,0.478467,0.466667,0.471233,0.4839,0.488167,0.5015,0.5081,0.505167,0.502367,0.500667,,3.0748,3.0784,3.0798,3.0782,3.077,3.0682,3.0548,3.052,3.0502,3.0518,3.0404,3.0412,3.027,3.0292,3.0358,3.045,3.0532,3.052,3.066,3.0774,,0.491473,0.0889417,3.05662,0.114294,0.0338428,-0.00953464,-0.083824,0.490117,0.0882448,3.0573,0.113652,0.0671855,,0.121067,0.12001
34250,,0.0279945,-0.0278568,,7161,7195,,0.488546,0.0870036,3.06491,0.115909,0.116604,0.340989,,0.486143,0.0872837,3.05345,0.110383,0.121612,0.348847,,7098,91,7128,99,584,,0,0,0,0.000266667,0.000266667,0,0.000133333,0.0036,0.0233333,0.1904,0.8228,0.976133,0.9984,0.999867,1,1,1,0.999867,1,1,,0,0,0,0.00266667,0.00266667,0,0.00133333,0.012,0.08,0.352,0.314667,0.08,0.0106667,0.00133333,0,0,0,0.00133333,0,0,,0.4737,0.476933,0.4923,0.4998,0.491933,0.489067,0.4836,0.495267,0.491667,0.497833,0.5022,0.505467,0.500767,0.4951,0.4931,0.4792,0.478567,0.473633,0.471467,0.4673,,3.0226,3.026,3.0432,3.0468,3.049,3.08,3.0898,3.0956,3.1086,3.0964,3.0856,3.0742,3.0686,3.0772,3.0482,3.0468,3.0456,3.0418,3.0314,3.0292,,0.487945,0.0871506,3.06033,0.113555,0.0231426,-0.0117641,-0.0507697,0.487432,0.0878744,3.06112,0.1123,0.0585385,,0.119533,0.119512
34500,,0.0411312,-0.0418411,,7166,7204,,0.463111,0.0858415,3.01618,0.072793,0.130896,0.35718,,0.471103,0.0879179,2.99842,0.0941678,0.11563,0.33438,,7115,85,7131,102,567,,0.0004,0,0,0,0.000133333,0.000533333,0.000266667,0.002,0.0218667,0.1948,0.8284,0.970667,0.998267,0.998533,1,1,1,1,1,1,,0.004,0,0,0,0.00133333,0.004,0.00266667,0.00933333,0.08,0.349333,0.308,0.068,0.00666667,0.00666667,0,0,0,0,0,0,,0.453667,0.4572,0.4656,0.460967,0.461633,0.454833,0.466867,0.469867,0.472333,0.480367,0.484167,0.4828,0.481,0.480267,0.472933,0.4704,0.4688,0.461533,0.457267,0.454633,,3.0186,3.012,3.009,3.0222,3.019,3.0158,3.013,3.0174,3.0162,3.0156,2.987,2.9916,2.9928,2.9926,2.9966,2.9944,3.0092,3.0048,3.009,3.0078,,0.467857,0.0869788,3.00723,0.0845886,-0.00443141,0.0443938,-0.104852,0.468343,0.0874182,3.00577,0.0855641,0.0282304,,0.123467,0.119823
34750,,0.00956783,-0.0098032,,7158,7186,,0.475395,0.0841611,3.00983,0.0654376,0.122241,0.341553,,0.487089,0.0888778,3.0058,0.0715986,0.120512,0.340803,,7079,87,7125,96,613,,0,0,0,0,0,0.0004,0.000933333,0.0064,0.0266667,0.186667,0.814,0.981333,0.998267,1,1,0.999867,0.999733,0.999867,1,1,,0,0,0,0,0,0.00133333,0.004,0.0226667,0.0826667,0.338667,0.337333,0.0733333,0.00933333,0,0,0.00133333,0.00266667,0.00133333,0,0,,0.475133,0.478833,0.4841,0.470333,0.478233,0.478433,0.478567,0.475533,0.464633,0.4648,0.4765,0.4813,0.4775,0.468567,0.476767,0.4901,0.4867,0.5002,0.5037,0.504167,,3.0038,3.0104,3.0082,3.011,3.0122,3.021,3.0132,3.0132,3.0018,3,2.994,3.0034,2.996,3.004,3.0062,3.0078,3.0064,3.008,3.0158,3.0138,,0.480705,0.0867318,3.00751,0.0692105,0.0227654,0.0677574,-0.0280306,0.47905,0.0854026,3.00769,0.0710096,0.0193928,,0.122333,0.117901
35000,,-0.0879801,0.0944117,,7211,7209,,0.463382,0.0833778,2.99877,0.0653459,0.123145,0.348869,,0.497257,0.0871207,3.03675,0.0999903,0.120682,0.342529,,7131,76,7154,90,549,,0,0,0,0,0,0,0,0.0028,0.0210667,0.1692,0.831867,0.977867,0.999467,0.9992,0.9996,1,0.999867,1,1,1,,0,0,0,0,0,0,0,0.0133333,0.076,0.292,0.297333,0.0773333,0.00533333,0.00666667,0.004,0,0.00133333,0,0,0,,0.452833,0.456033,0.4584,0.452167,0.465433,0.463933,0.4716,0.4662,0.4768,0.478867,0.5145,0.5177,0.5176,0.4995,0.4934,0.4787,0.486767,0.4959,0.4826,0.486033,,2.9896,2.987,2.991,3,2.9994,3.0022,3.0026,3.008,3.004,3.0158,3.0488,3.0312,3.0408,3.0378,3.0366,3.0248,3.0296,3.0352,3.0402,3.0398,,0.480748,0.0869085,3.01822,0.0865565,0.06514,0.194215,0.216791,0.480408,0.0866533,3.01826,0.0893452,0.0949029,,0.121133,0.118993
35250,,-0.270268,0.286715,,7127,7157,,0.469507,0.0832317,2.9992,0.0657606,0.133857,0.361874,,0.498079,0.0868692,3.11433,0.136851,0.121699,0.351049,,7028,62,7072,102,736,,0,0,0,0,0,0,0.000266667,0.00293333,0.0286667,0.201467,0.813067,0.978933,0.998667,0.999867,1,0.999733,1,1,1,1,,0,0,0,0,0,0,0.00266667,0.0186667,0.092,0.405333,0.333333,0.0866667,0.012,0.00133333,0,0.00266667,0,0,0,0,,0.462867,0.464933,0.4617,0.455533,0.464067,0.472033,0.472367,0.4784,0.485333,0.488733,0.506633,0.499,0.497067,0.5074,0.497067,0.495867,0.494567,0.495,0.495033,0.4966,,2.9926,2.9956,2.9898,2.9968,3.0028,2.9986,3.0024,3.0014,3.0132,3.0274,3.0898,3.1154,3.1226,3.1112,3.1152,3.121,3.1194,3.1164,3.107,3.1046,,0.48451,0.0863668,3.05716,0.121724,0.102009,0.162642,0.464875,0.484083,0.0856368,3.05644,0.120961,0.118315,,0.1272,0.126487
35500,,-0.109226,0.111769,,7181,7180,,0.464326,0.0836888,2.99716,0.0906982,0.135775,0.364796,,0.475139,0.084023,3.04421,0.0904792,0.123538,0.347377,,7126,115,7110,72,577,,0,0,0.000133333,0,0,0,0.0004,0.00253333,0.0337333,0.181067,0.8244,0.977867,0.997733,0.999733,1,1,1,0.999733,0.999467,0.999867,,0,0,0.00133333,0,0,0,0.004,0.0133333,0.0933333,0.312,0.326667,0.0693333,0.0213333,0.00133333,0,0,0,0.00266667,0.00533333,0.00133333,,0.474167,0.471133,0.464467,0.459,0.459167,0.460733,0.466033,0.467267,0.455733,0.474533,0.4866,0.476467,0.469767,0.4803,0.4738,0.4765,0.472633,0.4665,0.475633,0.477,,2.9982,2.9902,2.9984,2.996,2.999,2.9976,3.0006,2.9964,2.9978,3.01,3.0444,3.0482,3.0358,3.042,3.0358,3.0488,3.041,3.044,3.051,3.0426,,0.470372,0.0840186,3.02089,0.0934671,0.0308082,0.063984,0.24765,0.468217,0.0842179,3.01996,0.0923883,0.0479254,,0.129067,0.126542
35750,,-0.178291,0.185183,,7168,7158,,0.452204,0.0841879,2.90882,0.122295,0.130859,0.358696,,0.469684,0.085415,2.98768,0.0763746,0.126711,0.352033,,7093,86,7084,78,659,,0,0.000133333,0,0,0,0,0.000266667,0.00173333,0.0281333,0.1792,0.808267,0.977733,0.996933,0.998667,0.999733,1,0.999867,1,1,1,,0,0.00133333,0,0,0,0,0.00266667,0.0146667,0.084,0.358667,0.349333,0.076,0.008,0,0.00266667,0,0.00133333,0,0,0,,0.437367,0.4496,0.444033,0.446367,0.4517,0.4569,0.4587,0.452933,0.458967,0.470033,0.465833,0.4668,0.469433,0.479033,0.473,0.4747,0.467067,0.4708,0.4687,0.4616,,2.873,2.8734,2.8884,2.9066,2.8998,2.9236,2.9428,2.9346,2.9258,2.9428,2.9618,2.9716,2.9852,2.9932,2.995,2.9906,2.9952,2.9924,2.9842,2.9896,,0.461178,0.0854279,2.94848,0.10882,0.0571907,0.0982825,0.353613,0.462102,0.0856218,2.94784,0.109942,0.0974904,,0.128733,0.126161
